sales_person,country,product,date,amount,boxes_shipped,day,month,year,weekdays
Kelci Walkden,UK,Choco Coated Almonds,2024-05-24,10920.7,210.0,24,5,2024,Friday
Gunar Cockshoot,New Zealand,After Nines,2024-09-08,7605.55,154.0,8,9,2024,Sunday
Kaine Padly,Canada,85% Dark Bars,2024-06-04,1859.96,33.0,4,6,2024,Tuesday
Jan Morforth,New Zealand,Manuka Honey Choco,2024-07-28,1743.87,259.0,28,7,2024,Sunday
Gunar Cockshoot,New Zealand,Raspberry Choco,2024-08-24,758.28,57.0,24,8,2024,Saturday
Van Tuxwell,Australia,99% Dark & Pure,2024-01-17,125.37,138.0,17,1,2024,Wednesday
Curtice Advani,USA,Drinking Coco,2024-07-02,6170.75,149.0,2,7,2024,Tuesday
Brien Boise,Australia,Spicy Special Slims,2024-09-05,6867.13,273.0,5,9,2024,Thursday
Mallorie Waber,New Zealand,85% Dark Bars,2024-06-06,8775.45,113.0,6,6,2024,Thursday
Wilone O'Kielt,USA,Choco Coated Almonds,2024-06-06,10422.84,6.0,6,6,2024,Thursday
Beverie Moffet,New Zealand,Organic Choco Syrup,2024-05-24,7402.04,231.0,24,5,2024,Friday
Gunar Cockshoot,UK,50% Dark Bites,2024-01-13,2498.04,129.0,13,1,2024,Saturday
Marney O'Breen,USA,Raspberry Choco,2024-05-23,6873.56,152.0,23,5,2024,Thursday
Jehu Rudeforth,UK,White Choc,2024-06-29,2015.93,304.0,29,6,2024,Saturday
Jehu Rudeforth,New Zealand,85% Dark Bars,2024-11-03,8077.51,95.0,3,11,2024,Sunday
Dotty Strutley,USA,85% Dark Bars,2024-04-25,11149.46,538.0,25,4,2024,Thursday
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2024-05-30,4739.39,236.0,30,5,2024,Thursday
Curtice Advani,India,Manuka Honey Choco,2024-05-23,1844.54,185.0,23,5,2024,Thursday
Mallorie Waber,USA,Peanut Butter Cubes,2024-05-23,1263.98,19.0,23,5,2024,Thursday
Van Tuxwell,Canada,Peanut Butter Cubes,2024-06-24,7527.84,306.0,24,6,2024,Monday
Kelci Walkden,New Zealand,Smooth Sliky Salty,2024-11-03,12265.45,268.0,3,11,2024,Sunday
Rafaelita Blaksland,USA,Smooth Sliky Salty,2024-07-27,17662.05,230.0,27,7,2024,Saturday
Rafaelita Blaksland,USA,White Choc,2024-08-16,5520.0,120.0,16,8,2024,Friday
Roddy Speechley,Canada,Smooth Sliky Salty,2024-07-03,10712.76,11.0,3,7,2024,Wednesday
Curtice Advani,New Zealand,After Nines,2024-05-04,8416.8,29.0,4,5,2024,Saturday
Camilla Castle,India,85% Dark Bars,2024-04-05,9986.05,54.0,5,4,2024,Friday
Ches Bonnell,USA,Choco Coated Almonds,2024-04-01,15629.82,89.0,1,4,2024,Monday
Marney O'Breen,Australia,Baker's Choco Chips,2024-01-13,6224.33,100.0,13,1,2024,Saturday
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2024-11-07,7736.85,95.0,7,11,2024,Thursday
Kaine Padly,Australia,Mint Chip Choco,2024-05-17,4860.75,162.0,17,5,2024,Friday
Camilla Castle,New Zealand,Peanut Butter Cubes,2024-07-21,1754.64,62.0,21,7,2024,Sunday
Curtice Advani,Canada,Organic Choco Syrup,2024-02-22,897.13,24.0,22,2,2024,Thursday
Jan Morforth,India,99% Dark & Pure,2024-05-23,10607.29,182.0,23,5,2024,Thursday
Rafaelita Blaksland,Canada,Drinking Coco,2024-12-07,10772.0,192.0,7,12,2024,Saturday
Jan Morforth,UK,Orange Choco,2024-06-15,4116.96,203.0,15,6,2024,Saturday
Barr Faughny,New Zealand,50% Dark Bites,2024-06-23,5185.36,321.0,23,6,2024,Sunday
Curtice Advani,Australia,Eclairs,2024-03-25,6974.95,58.0,25,3,2024,Monday
Jan Morforth,India,Caramel Stuffed Bars,2024-04-07,99.5,161.0,7,4,2024,Sunday
Andria Kimpton,UK,White Choc,2024-12-05,10203.47,109.0,5,12,2024,Thursday
Camilla Castle,New Zealand,Raspberry Choco,2024-04-04,5081.52,148.0,4,4,2024,Thursday
Madelene Upcott,Australia,Orange Choco,2024-04-15,7166.62,381.0,15,4,2024,Monday
Roddy Speechley,Canada,Eclairs,2024-08-03,7026.54,95.0,3,8,2024,Saturday
Karlen McCaffrey,India,White Choc,2024-01-17,8265.32,251.0,17,1,2024,Wednesday
Wilone O'Kielt,India,Mint Chip Choco,2024-08-22,1516.19,53.0,22,8,2024,Thursday
Andria Kimpton,UK,99% Dark & Pure,2024-07-25,1258.54,72.0,25,7,2024,Thursday
Marney O'Breen,UK,50% Dark Bites,2024-06-14,3506.38,126.0,14,6,2024,Friday
Ches Bonnell,India,Choco Coated Almonds,2024-05-04,10969.0,83.0,4,5,2024,Saturday
Madelene Upcott,UK,Raspberry Choco,2024-08-26,8442.19,347.0,26,8,2024,Monday
Wilone O'Kielt,Australia,50% Dark Bites,2024-03-08,11000.85,112.0,8,3,2024,Friday
Gigi Bohling,Canada,White Choc,2024-11-07,6987.59,4.0,7,11,2024,Thursday
Wilone O'Kielt,New Zealand,Eclairs,2024-11-03,3735.0,21.0,3,11,2024,Sunday
Brien Boise,UK,Peanut Butter Cubes,2024-10-01,17346.79,32.0,1,10,2024,Tuesday
Roddy Speechley,UK,Baker's Choco Chips,2024-04-04,16517.2,349.0,4,4,2024,Thursday
Karlen McCaffrey,Australia,50% Dark Bites,2024-01-17,7642.94,778.0,17,1,2024,Wednesday
Marney O'Breen,New Zealand,Organic Choco Syrup,2024-08-07,10337.23,49.0,7,8,2024,Wednesday
Jan Morforth,UK,Organic Choco Syrup,2024-12-04,1367.24,384.0,4,12,2024,Wednesday
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2024-08-24,570.58,191.0,24,8,2024,Saturday
Ches Bonnell,UK,Choco Coated Almonds,2024-07-06,2012.27,259.0,6,7,2024,Saturday
Gunar Cockshoot,Canada,Almond Choco,2024-07-28,1469.24,29.0,28,7,2024,Sunday
Husein Augar,USA,99% Dark & Pure,2024-02-21,10020.18,113.0,21,2,2024,Wednesday
Dennison Crosswaite,Canada,Mint Chip Choco,2024-08-04,1914.65,304.0,4,8,2024,Sunday
Brien Boise,UK,Manuka Honey Choco,2024-06-28,73.91,101.0,28,6,2024,Friday
Van Tuxwell,UK,Baker's Choco Chips,2024-03-24,2794.33,21.0,24,3,2024,Sunday
Barr Faughny,Australia,Caramel Stuffed Bars,2024-07-29,3192.06,54.0,29,7,2024,Monday
Dennison Crosswaite,USA,Eclairs,2024-05-25,2447.37,98.0,25,5,2024,Saturday
Gigi Bohling,Australia,Raspberry Choco,2024-03-30,7696.46,313.0,30,3,2024,Saturday
Dennison Crosswaite,USA,Organic Choco Syrup,2024-07-18,14731.55,132.0,18,7,2024,Thursday
Beverie Moffet,Canada,Orange Choco,2024-10-05,9321.64,111.0,5,10,2024,Saturday
Mallorie Waber,Australia,Choco Coated Almonds,2024-03-18,18473.63,88.0,18,3,2024,Monday
Ches Bonnell,India,Caramel Stuffed Bars,2024-06-15,7437.55,54.0,15,6,2024,Saturday
Van Tuxwell,Canada,50% Dark Bites,2024-12-05,14581.33,58.0,5,12,2024,Thursday
Kelci Walkden,New Zealand,Baker's Choco Chips,2024-06-23,3389.96,115.0,23,6,2024,Sunday
Beverie Moffet,India,Spicy Special Slims,2024-04-21,3968.38,182.0,21,4,2024,Sunday
Gigi Bohling,Australia,Almond Choco,2024-08-17,1084.26,120.0,17,8,2024,Saturday
Rafaelita Blaksland,New Zealand,Eclairs,2024-07-02,20690.2,51.0,2,7,2024,Tuesday
Kelci Walkden,Canada,Smooth Sliky Salty,2024-03-17,8929.57,121.0,17,3,2024,Sunday
Jan Morforth,India,Baker's Choco Chips,2024-01-08,15497.27,85.0,8,1,2024,Monday
Jehu Rudeforth,Australia,Milk Bars,2024-03-18,9172.13,30.0,18,3,2024,Monday
Gigi Bohling,Canada,Fruit & Nut Bars,2024-06-14,6093.61,104.0,14,6,2024,Friday
Beverie Moffet,UK,Eclairs,2024-04-22,9144.79,156.0,22,4,2024,Monday
Marney O'Breen,New Zealand,Eclairs,2024-01-18,5902.91,31.0,18,1,2024,Thursday
Husein Augar,Australia,99% Dark & Pure,2024-08-26,3277.47,131.0,26,8,2024,Monday
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2024-10-06,9759.53,424.0,6,10,2024,Sunday
Curtice Advani,Canada,70% Dark Bites,2024-01-31,2504.9,7.0,31,1,2024,Wednesday
Kelci Walkden,New Zealand,Manuka Honey Choco,2024-08-04,1527.99,107.0,4,8,2024,Sunday
Dotty Strutley,Australia,Baker's Choco Chips,2024-07-06,3767.49,65.0,6,7,2024,Saturday
Barr Faughny,Australia,85% Dark Bars,2024-10-02,9452.18,42.0,2,10,2024,Wednesday
Beverie Moffet,Australia,50% Dark Bites,2024-05-16,764.63,441.0,16,5,2024,Thursday
Gunar Cockshoot,India,Baker's Choco Chips,2024-03-18,2432.75,535.0,18,3,2024,Monday
Van Tuxwell,Australia,50% Dark Bites,2024-07-13,779.04,134.0,13,7,2024,Saturday
Oby Sorrel,USA,Manuka Honey Choco,2024-07-25,5050.53,85.0,25,7,2024,Thursday
Van Tuxwell,Canada,Choco Coated Almonds,2024-08-19,2727.35,293.0,19,8,2024,Monday
Karlen McCaffrey,Canada,70% Dark Bites,2024-06-24,9089.21,602.0,24,6,2024,Monday
Kelci Walkden,Canada,Fruit & Nut Bars,2024-06-20,881.49,152.0,20,6,2024,Thursday
Camilla Castle,India,99% Dark & Pure,2024-02-08,227.55,225.0,8,2,2024,Thursday
Madelene Upcott,New Zealand,70% Dark Bites,2024-02-22,14193.58,102.0,22,2,2024,Thursday
Mallorie Waber,New Zealand,Orange Choco,2024-01-02,7459.88,23.0,2,1,2024,Tuesday
Jan Morforth,Canada,70% Dark Bites,2024-02-14,6578.55,312.0,14,2,2024,Wednesday
Kelci Walkden,Australia,Milk Bars,2024-02-24,8975.44,137.0,24,2,2024,Saturday
Dennison Crosswaite,India,Orange Choco,2024-03-18,852.29,123.0,18,3,2024,Monday
Husein Augar,UK,Eclairs,2024-08-30,1955.2,250.0,30,8,2024,Friday
Gigi Bohling,USA,Peanut Butter Cubes,2024-09-05,323.29,72.0,5,9,2024,Thursday
Wilone O'Kielt,USA,Smooth Sliky Salty,2024-01-18,542.39,86.0,18,1,2024,Thursday
Curtice Advani,India,White Choc,2024-04-07,7666.62,347.0,7,4,2024,Sunday
Oby Sorrel,New Zealand,Spicy Special Slims,2024-03-06,1826.32,13.0,6,3,2024,Wednesday
Beverie Moffet,New Zealand,Peanut Butter Cubes,2024-02-23,11510.68,30.0,23,2,2024,Friday
Dotty Strutley,New Zealand,99% Dark & Pure,2024-09-05,12263.85,223.0,5,9,2024,Thursday
Kelci Walkden,India,70% Dark Bites,2024-06-06,3878.6,108.0,6,6,2024,Thursday
Kelci Walkden,India,Drinking Coco,2024-04-07,8328.52,238.0,7,4,2024,Sunday
Brien Boise,New Zealand,Drinking Coco,2024-06-06,1666.46,98.0,6,6,2024,Thursday
Dotty Strutley,Australia,Almond Choco,2024-05-13,1754.11,95.0,13,5,2024,Monday
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2024-01-31,2390.7,274.0,31,1,2024,Wednesday
Ches Bonnell,New Zealand,Caramel Stuffed Bars,2024-06-30,8546.72,41.0,30,6,2024,Sunday
Barr Faughny,Canada,Manuka Honey Choco,2024-08-25,4115.57,274.0,25,8,2024,Sunday
Gigi Bohling,New Zealand,Smooth Sliky Salty,2024-10-01,787.38,95.0,1,10,2024,Tuesday
Brien Boise,USA,Manuka Honey Choco,2024-08-22,2095.78,8.0,22,8,2024,Thursday
Roddy Speechley,New Zealand,85% Dark Bars,2024-04-14,5220.8,267.0,14,4,2024,Sunday
Oby Sorrel,UK,Smooth Sliky Salty,2024-05-31,11264.45,340.0,31,5,2024,Friday
Oby Sorrel,UK,Raspberry Choco,2024-08-04,5477.33,341.0,4,8,2024,Sunday
Roddy Speechley,USA,Drinking Coco,2024-02-21,3389.0,160.0,21,2,2024,Wednesday
Andria Kimpton,Australia,Manuka Honey Choco,2024-03-30,11559.52,413.0,30,3,2024,Saturday
Mallorie Waber,India,Raspberry Choco,2024-02-03,1676.82,2.0,3,2,2024,Saturday
Jehu Rudeforth,USA,Orange Choco,2024-07-28,437.48,174.0,28,7,2024,Sunday
Kaine Padly,New Zealand,70% Dark Bites,2024-03-24,8487.63,40.0,24,3,2024,Sunday
Curtice Advani,Australia,After Nines,2024-11-08,71.99,101.0,8,11,2024,Friday
Husein Augar,UK,Almond Choco,2024-05-17,9863.62,167.0,17,5,2024,Friday
Kaine Padly,Canada,Choco Coated Almonds,2024-05-18,3468.53,166.0,18,5,2024,Saturday
Roddy Speechley,UK,Peanut Butter Cubes,2024-08-17,6770.35,173.0,17,8,2024,Saturday
Ches Bonnell,New Zealand,Eclairs,2024-04-04,564.14,50.0,4,4,2024,Thursday
Brien Boise,India,85% Dark Bars,2024-09-08,21044.07,210.0,8,9,2024,Sunday
Brien Boise,New Zealand,Organic Choco Syrup,2024-01-17,677.38,327.0,17,1,2024,Wednesday
Andria Kimpton,Canada,White Choc,2024-02-14,4368.01,29.0,14,2,2024,Wednesday
Gigi Bohling,New Zealand,Orange Choco,2024-05-16,9866.2,306.0,16,5,2024,Thursday
Ches Bonnell,Canada,Smooth Sliky Salty,2024-03-16,10723.86,125.0,16,3,2024,Saturday
Husein Augar,Canada,70% Dark Bites,2024-01-31,5443.42,284.0,31,1,2024,Wednesday
Barr Faughny,Canada,Organic Choco Syrup,2024-10-03,1312.35,200.0,3,10,2024,Thursday
Oby Sorrel,UK,Organic Choco Syrup,2024-06-30,8471.68,162.0,30,6,2024,Sunday
Van Tuxwell,New Zealand,Eclairs,2024-01-03,5774.6,178.0,3,1,2024,Wednesday
Mallorie Waber,UK,Drinking Coco,2024-05-27,3780.02,97.0,27,5,2024,Monday
Oby Sorrel,UK,Milk Bars,2024-11-07,6831.03,243.0,7,11,2024,Thursday
Karlen McCaffrey,New Zealand,Mint Chip Choco,2024-02-03,4834.51,63.0,3,2,2024,Saturday
Jehu Rudeforth,USA,Raspberry Choco,2024-04-03,8119.65,143.0,3,4,2024,Wednesday
Kelci Walkden,UK,85% Dark Bars,2024-06-23,4811.88,242.0,23,6,2024,Sunday
Kelci Walkden,USA,Almond Choco,2024-01-27,5930.01,252.0,27,1,2024,Saturday
Marney O'Breen,Canada,Orange Choco,2024-01-14,3040.05,426.0,14,1,2024,Sunday
Dennison Crosswaite,India,Fruit & Nut Bars,2024-07-29,1126.87,23.0,29,7,2024,Monday
Brien Boise,Canada,Smooth Sliky Salty,2024-05-13,6051.65,490.0,13,5,2024,Monday
Barr Faughny,Canada,Baker's Choco Chips,2024-03-02,12279.35,162.0,2,3,2024,Saturday
Brien Boise,India,Smooth Sliky Salty,2024-05-27,7091.66,28.0,27,5,2024,Monday
Jan Morforth,Australia,Drinking Coco,2024-02-18,3160.97,25.0,18,2,2024,Sunday
Brien Boise,India,Spicy Special Slims,2024-01-28,1408.28,35.0,28,1,2024,Sunday
Van Tuxwell,UK,Eclairs,2024-06-29,5776.61,114.0,29,6,2024,Saturday
Wilone O'Kielt,India,Caramel Stuffed Bars,2024-01-13,4890.59,274.0,13,1,2024,Saturday
Jehu Rudeforth,UK,After Nines,2024-06-27,2048.13,172.0,27,6,2024,Thursday
Barr Faughny,Canada,White Choc,2024-03-29,4590.46,1.0,29,3,2024,Friday
Gunar Cockshoot,India,Organic Choco Syrup,2024-03-06,8665.99,162.0,6,3,2024,Wednesday
Mallorie Waber,Canada,Smooth Sliky Salty,2024-03-21,2202.46,97.0,21,3,2024,Thursday
Mallorie Waber,India,Eclairs,2024-12-04,11720.11,48.0,4,12,2024,Wednesday
Rafaelita Blaksland,Australia,Raspberry Choco,2024-01-19,7884.86,266.0,19,1,2024,Friday
Karlen McCaffrey,UK,50% Dark Bites,2024-06-04,3857.88,303.0,4,6,2024,Tuesday
Kaine Padly,Australia,50% Dark Bites,2024-02-08,10123.96,84.0,8,2,2024,Thursday
Gigi Bohling,Australia,Eclairs,2024-12-04,8170.88,137.0,4,12,2024,Wednesday
Oby Sorrel,India,Drinking Coco,2024-07-21,19390.61,141.0,21,7,2024,Sunday
Van Tuxwell,New Zealand,Baker's Choco Chips,2024-03-22,10197.43,24.0,22,3,2024,Friday
Husein Augar,India,Peanut Butter Cubes,2024-09-05,5188.18,5.0,5,9,2024,Thursday
Andria Kimpton,Australia,Baker's Choco Chips,2024-09-08,350.27,117.0,8,9,2024,Sunday
Madelene Upcott,Canada,Choco Coated Almonds,2024-07-20,3766.32,300.0,20,7,2024,Saturday
Brien Boise,India,70% Dark Bites,2024-04-14,4888.37,435.0,14,4,2024,Sunday
Jehu Rudeforth,Canada,White Choc,2024-01-25,5230.36,142.0,25,1,2024,Thursday
Andria Kimpton,Australia,Almond Choco,2024-04-25,3790.18,168.0,25,4,2024,Thursday
Dotty Strutley,Canada,After Nines,2024-01-17,302.18,233.0,17,1,2024,Wednesday
Karlen McCaffrey,USA,Eclairs,2024-08-15,1017.17,123.0,15,8,2024,Thursday
Karlen McCaffrey,Canada,Fruit & Nut Bars,2024-02-06,241.36,17.0,6,2,2024,Tuesday
Gunar Cockshoot,USA,85% Dark Bars,2024-06-30,8347.3,138.0,30,6,2024,Sunday
Dotty Strutley,New Zealand,Raspberry Choco,2024-10-02,6291.74,88.0,2,10,2024,Wednesday
Marney O'Breen,Canada,Caramel Stuffed Bars,2024-02-23,1543.77,674.0,23,2,2024,Friday
Dennison Crosswaite,India,Organic Choco Syrup,2024-01-27,9744.5,225.0,27,1,2024,Saturday
Camilla Castle,UK,Mint Chip Choco,2024-05-26,5414.75,325.0,26,5,2024,Sunday
Brien Boise,USA,70% Dark Bites,2024-04-14,1898.07,22.0,14,4,2024,Sunday
Madelene Upcott,Australia,99% Dark & Pure,2024-01-08,4911.08,163.0,8,1,2024,Monday
Mallorie Waber,Australia,Eclairs,2024-08-22,11293.17,219.0,22,8,2024,Thursday
Marney O'Breen,India,99% Dark & Pure,2024-07-22,12398.37,161.0,22,7,2024,Monday
Husein Augar,USA,Fruit & Nut Bars,2024-04-28,1508.57,28.0,28,4,2024,Sunday
Kelci Walkden,Australia,Almond Choco,2024-05-30,5869.09,354.0,30,5,2024,Thursday
Ches Bonnell,USA,Milk Bars,2024-07-21,2770.47,159.0,21,7,2024,Sunday
Jan Morforth,UK,Caramel Stuffed Bars,2024-02-08,3541.73,494.0,8,2,2024,Thursday
Brien Boise,New Zealand,70% Dark Bites,2024-06-15,7624.41,139.0,15,6,2024,Saturday
Oby Sorrel,India,85% Dark Bars,2024-05-07,9928.42,130.0,7,5,2024,Tuesday
Kaine Padly,New Zealand,Smooth Sliky Salty,2024-12-04,7.67,548.0,4,12,2024,Wednesday
Gigi Bohling,Australia,70% Dark Bites,2024-08-18,1624.86,103.0,18,8,2024,Sunday
Jan Morforth,UK,50% Dark Bites,2024-12-01,6301.56,287.0,1,12,2024,Sunday
Gunar Cockshoot,Canada,White Choc,2024-11-08,8578.4,15.0,8,11,2024,Friday
Jehu Rudeforth,Australia,Spicy Special Slims,2024-01-13,5573.57,372.0,13,1,2024,Saturday
Husein Augar,UK,Baker's Choco Chips,2024-04-29,3465.68,133.0,29,4,2024,Monday
Rafaelita Blaksland,New Zealand,After Nines,2024-07-07,1245.91,90.0,7,7,2024,Sunday
Madelene Upcott,New Zealand,Mint Chip Choco,2024-11-03,8888.61,4.0,3,11,2024,Sunday
Madelene Upcott,UK,70% Dark Bites,2024-02-16,5931.82,243.0,16,2,2024,Friday
Barr Faughny,Australia,Organic Choco Syrup,2024-07-01,2620.66,34.0,1,7,2024,Monday
Beverie Moffet,New Zealand,Drinking Coco,2024-12-01,1284.37,560.0,1,12,2024,Sunday
Beverie Moffet,India,Eclairs,2024-09-06,11033.61,155.0,6,9,2024,Friday
Andria Kimpton,India,Eclairs,2024-05-16,2413.05,82.0,16,5,2024,Thursday
Gigi Bohling,UK,85% Dark Bars,2024-06-23,13136.08,90.0,23,6,2024,Sunday
Roddy Speechley,UK,Raspberry Choco,2024-01-28,14297.82,211.0,28,1,2024,Sunday
Dotty Strutley,UK,Mint Chip Choco,2024-07-14,2837.65,212.0,14,7,2024,Sunday
Barr Faughny,Canada,Drinking Coco,2024-04-18,7496.03,259.0,18,4,2024,Thursday
Oby Sorrel,USA,Milk Bars,2024-06-14,1815.29,79.0,14,6,2024,Friday
Oby Sorrel,UK,Orange Choco,2024-04-15,8250.03,228.0,15,4,2024,Monday
Curtice Advani,Canada,Peanut Butter Cubes,2024-05-19,5605.82,64.0,19,5,2024,Sunday
Gigi Bohling,India,White Choc,2024-04-13,1563.39,179.0,13,4,2024,Saturday
Husein Augar,Canada,Choco Coated Almonds,2024-08-15,3997.02,411.0,15,8,2024,Thursday
Wilone O'Kielt,India,Choco Coated Almonds,2024-08-22,3284.22,230.0,22,8,2024,Thursday
Wilone O'Kielt,New Zealand,Baker's Choco Chips,2024-04-22,4609.67,58.0,22,4,2024,Monday
Kaine Padly,UK,Choco Coated Almonds,2024-03-08,9412.06,123.0,8,3,2024,Friday
Dennison Crosswaite,New Zealand,Organic Choco Syrup,2024-04-01,427.36,249.0,1,4,2024,Monday
Kelci Walkden,Canada,After Nines,2024-01-13,19449.02,204.0,13,1,2024,Saturday
Van Tuxwell,Australia,Baker's Choco Chips,2024-11-05,14122.44,32.0,5,11,2024,Tuesday
Husein Augar,New Zealand,Peanut Butter Cubes,2024-02-16,2257.14,231.0,16,2,2024,Friday
Kaine Padly,UK,Caramel Stuffed Bars,2024-05-20,11334.21,72.0,20,5,2024,Monday
Jehu Rudeforth,UK,Drinking Coco,2024-03-02,7865.93,436.0,2,3,2024,Saturday
Beverie Moffet,India,Manuka Honey Choco,2024-06-05,11462.32,172.0,5,6,2024,Wednesday
Gunar Cockshoot,UK,Choco Coated Almonds,2024-06-30,6154.53,132.0,30,6,2024,Sunday
Gunar Cockshoot,UK,Smooth Sliky Salty,2024-03-22,867.5,143.0,22,3,2024,Friday
Camilla Castle,Canada,Orange Choco,2024-02-17,9056.1,58.0,17,2,2024,Saturday
Jehu Rudeforth,UK,85% Dark Bars,2024-07-07,6569.4,66.0,7,7,2024,Sunday
Oby Sorrel,UK,70% Dark Bites,2024-03-16,7431.0,180.0,16,3,2024,Saturday
Kelci Walkden,UK,99% Dark & Pure,2024-12-08,3672.65,124.0,8,12,2024,Sunday
Gigi Bohling,New Zealand,After Nines,2024-01-21,6464.8,189.0,21,1,2024,Sunday
Oby Sorrel,Australia,50% Dark Bites,2024-06-05,813.58,163.0,5,6,2024,Wednesday
Oby Sorrel,Canada,50% Dark Bites,2024-06-24,7301.81,134.0,24,6,2024,Monday
Barr Faughny,USA,White Choc,2024-05-05,8523.42,171.0,5,5,2024,Sunday
Rafaelita Blaksland,New Zealand,99% Dark & Pure,2024-03-25,3822.64,85.0,25,3,2024,Monday
Curtice Advani,Australia,Caramel Stuffed Bars,2024-02-14,10219.39,139.0,14,2,2024,Wednesday
Curtice Advani,New Zealand,85% Dark Bars,2024-12-05,5798.43,206.0,5,12,2024,Thursday
Barr Faughny,New Zealand,Smooth Sliky Salty,2024-01-25,4487.01,184.0,25,1,2024,Thursday
Ches Bonnell,UK,85% Dark Bars,2024-06-28,17237.67,13.0,28,6,2024,Friday
Dennison Crosswaite,Australia,Drinking Coco,2024-07-13,7497.22,184.0,13,7,2024,Saturday
Roddy Speechley,USA,Milk Bars,2024-05-16,3034.06,245.0,16,5,2024,Thursday
Jan Morforth,India,After Nines,2024-03-14,6795.06,177.0,14,3,2024,Thursday
Gunar Cockshoot,USA,After Nines,2024-08-15,4273.09,280.0,15,8,2024,Thursday
Ches Bonnell,India,Orange Choco,2024-02-16,1412.6,278.0,16,2,2024,Friday
Mallorie Waber,UK,Manuka Honey Choco,2024-06-15,9852.89,43.0,15,6,2024,Saturday
Barr Faughny,Australia,Raspberry Choco,2024-05-27,10744.23,105.0,27,5,2024,Monday
Wilone O'Kielt,USA,Drinking Coco,2024-06-14,1213.63,101.0,14,6,2024,Friday
Wilone O'Kielt,India,Eclairs,2024-02-25,4263.93,80.0,25,2,2024,Sunday
Wilone O'Kielt,India,After Nines,2024-04-08,13808.46,270.0,8,4,2024,Monday
Kelci Walkden,India,99% Dark & Pure,2024-06-28,2411.93,248.0,28,6,2024,Friday
Gunar Cockshoot,Canada,Spicy Special Slims,2024-05-04,14603.41,12.0,4,5,2024,Saturday
Madelene Upcott,Canada,Peanut Butter Cubes,2024-05-07,17813.77,120.0,7,5,2024,Tuesday
Kaine Padly,New Zealand,Eclairs,2024-01-20,14346.28,48.0,20,1,2024,Saturday
Ches Bonnell,New Zealand,Drinking Coco,2024-02-16,10009.51,144.0,16,2,2024,Friday
Curtice Advani,UK,Drinking Coco,2024-12-07,494.27,186.0,7,12,2024,Saturday
Kelci Walkden,India,Raspberry Choco,2024-06-16,9118.67,253.0,16,6,2024,Sunday
Dotty Strutley,Australia,Choco Coated Almonds,2024-04-13,1751.26,293.0,13,4,2024,Saturday
Kaine Padly,UK,50% Dark Bites,2024-02-21,3402.47,69.0,21,2,2024,Wednesday
Roddy Speechley,Canada,Choco Coated Almonds,2024-11-05,6841.28,237.0,5,11,2024,Tuesday
Ches Bonnell,India,50% Dark Bites,2024-04-15,12584.46,328.0,15,4,2024,Monday
Oby Sorrel,Canada,Peanut Butter Cubes,2024-07-06,14291.3,179.0,6,7,2024,Saturday
Oby Sorrel,UK,White Choc,2024-06-27,1998.41,303.0,27,6,2024,Thursday
Barr Faughny,India,After Nines,2024-07-29,9558.06,117.0,29,7,2024,Monday
Wilone O'Kielt,Canada,Smooth Sliky Salty,2024-02-06,5594.84,174.0,6,2,2024,Tuesday
Rafaelita Blaksland,India,Mint Chip Choco,2024-01-26,16520.75,84.0,26,1,2024,Friday
Rafaelita Blaksland,Canada,99% Dark & Pure,2024-02-03,5545.62,139.0,3,2,2024,Saturday
Van Tuxwell,Australia,70% Dark Bites,2024-10-01,8260.58,108.0,1,10,2024,Tuesday
Beverie Moffet,USA,70% Dark Bites,2024-06-27,2636.16,110.0,27,6,2024,Thursday
Barr Faughny,Canada,Orange Choco,2024-06-30,8285.38,18.0,30,6,2024,Sunday
Roddy Speechley,Australia,85% Dark Bars,2024-08-07,4590.0,78.0,7,8,2024,Wednesday
Oby Sorrel,India,Spicy Special Slims,2024-08-06,13189.14,95.0,6,8,2024,Tuesday
Jan Morforth,UK,Manuka Honey Choco,2024-08-18,3768.3,212.0,18,8,2024,Sunday
Kaine Padly,Australia,After Nines,2024-08-04,7962.71,293.0,4,8,2024,Sunday
Wilone O'Kielt,Canada,Fruit & Nut Bars,2024-08-08,3665.13,191.0,8,8,2024,Thursday
Wilone O'Kielt,UK,Milk Bars,2024-08-26,334.81,66.0,26,8,2024,Monday
Oby Sorrel,Canada,Fruit & Nut Bars,2024-01-14,2187.5,159.0,14,1,2024,Sunday
Dennison Crosswaite,USA,Baker's Choco Chips,2024-11-08,18481.73,295.0,8,11,2024,Friday
Madelene Upcott,USA,Almond Choco,2024-05-31,11863.69,24.0,31,5,2024,Friday
Van Tuxwell,New Zealand,50% Dark Bites,2024-11-07,4332.41,10.0,7,11,2024,Thursday
Karlen McCaffrey,Canada,Caramel Stuffed Bars,2024-02-03,3653.33,327.0,3,2,2024,Saturday
Madelene Upcott,Australia,Raspberry Choco,2024-07-13,7023.94,89.0,13,7,2024,Saturday
